SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
43793,8,2011-06-21T00:00:00.000Z,2011-07-03T00:00:00.000Z,2011-06-28T00:00:00.000Z,5,true,SO43793,,10-4030-011000,11000,,9,22601,22601,1,11981,735090Vi61907,275,3399.99,271.9992,84.9998,3756.989,,{A95BFAFE-7543-43F7-A890-9AD41D4E6E5E},2011-06-28T00:00:00.000Z
43806,8,2011-06-24T00:00:00.000Z,2011-07-06T00:00:00.000Z,2011-07-01T00:00:00.000Z,5,true,SO43806,,10-4030-016523,16523,,9,26735,26735,1,15755,1234620Vi81457,314,3578.27,286.2616,89.4568,3953.9884,,{0B7FF8B1-1333-4566-B764-B821F8584117},2011-07-01T00:00:00.000Z
44422,8,2011-09-18T00:00:00.000Z,2011-09-30T00:00:00.000Z,2011-09-25T00:00:00.000Z,5,true,SO44422,,10-4030-019353,19353,,8,22936,22936,1,3375,232664Vi17778,1436,699.0982,55.9279,17.4775,772.5036,,{ED32B397-ACE1-4653-BC4D-34DA1A6EFF17},2011-09-25T00:00:00.000Z
44723,8,2011-10-28T00:00:00.000Z,2011-11-09T00:00:00.000Z,2011-11-04T00:00:00.000Z,5,true,SO44723,,10-4030-029410,29410,,8,22977,22977,1,7052,631759Vi36618,1956,3399.99,271.9992,84.9998,3756.989,,{1FB7B9D5-5833-499D-9388-A191257E5A2D},2011-11-04T00:00:00.000Z
45302,8,2012-01-01T00:00:00.000Z,2012-01-13T00:00:00.000Z,2012-01-08T00:00:00.000Z,5,false,SO45302,PO12006146340,10-4020-000270,30091,275,2,784,784,5,6005,66216Vi31256,,22217.4964,2132.8797,666.5249,25016.901,,{A52EEA7B-2D10-4FDC-82E7-F232711183F6},2012-01-08T00:00:00.000Z
45342,8,2012-01-01T00:00:00.000Z,2012-01-13T00:00:00.000Z,2012-01-08T00:00:00.000Z,5,false,SO45342,PO7917111421,10-4020-000401,29521,281,1,1054,1054,5,1660,78564Vi8518,,63037.614,6051.3981,1891.0619,70980.074,,{12C381ED-C39E-492E-92A4-D8B9ADE86301},2012-01-08T00:00:00.000Z
45561,8,2012-01-29T00:00:00.000Z,2012-02-10T00:00:00.000Z,2012-02-05T00:00:00.000Z,5,false,SO45561,PO4408154584,10-4020-000143,29581,275,2,769,769,5,4524,28106Vi23704,,25464.5848,2445.4114,764.1911,28674.1873,,{2704E12F-158D-4C70-A161-5DA5C448FB04},2012-02-05T00:00:00.000Z
45876,8,2012-03-10T00:00:00.000Z,2012-03-22T00:00:00.000Z,2012-03-17T00:00:00.000Z,5,true,SO45876,,10-4030-019975,19975,,9,26617,26617,1,18938,634251Vi98405,3494,3578.27,286.2616,89.4568,3953.9884,,{A6E94184-A538-43F6-A9B6-28A9D11D29EB},2012-03-17T00:00:00.000Z
45995,8,2012-03-27T00:00:00.000Z,2012-04-08T00:00:00.000Z,2012-04-03T00:00:00.000Z,5,true,SO45995,,10-4030-023846,23846,,6,22004,22004,1,6716,332466Vi34964,3683,3578.27,286.2616,89.4568,3953.9884,,{A18ED35E-1C15-4AD7-9226-4F4A7126A9BD},2012-04-03T00:00:00.000Z
46129,8,2012-04-01T00:00:00.000Z,2012-04-13T00:00:00.000Z,2012-04-08T00:00:00.000Z,5,true,SO46129,,10-4030-020420,20420,,9,12141,12141,1,15849,935655Vi81913,3736,3578.27,286.2616,89.4568,3953.9884,,{9002A83B-4994-4D34-B22D-B1A70D72E9AC},2012-04-08T00:00:00.000Z
